Well_ID,Region,Operator,Maintenance_Type,Shift,Equipment_Status,Weather_Condition,Alert_Level,Production_Date,Last_Maintenance_Date,No_of_Incidents,Production_Barrels,Temperature_C
W-07,Abu Dhabi,ExxonMobil,Routine,Day,Active,Sandstorm,Medium,2024-11-26,2024-06-03,3,420.58,26.3
W-02,North Sea,TotalEnergies,Routine,Night,Active,Rainy,Medium,2023-02-21,2022-02-10,13,279.46,19.1
W-06,North Sea,ExxonMobil,Routine,Day,Active,Rainy,Low,2024-01-23,2023-06-09,4,441.22,25.2
W-13,Algeria,Shell,Routine,Night,Active,Sunny,Medium,2024-11-09,2024-03-13,5,283.28,25.8
W-07,Texas,BP,Routine,Day,Active,Windy,Low,2024-01-02,2023-12-23,3,486.74,27.9
W-03,Texas,BP,Routine,Night,Active,Cloudy,Low,2024-03-16,2023-06-29,5,448.04,32.4
W-05,North Sea,Shell,Corrective,Day,Active,Sandstorm,Medium,2024-05-02,2024-02-20,7,254.96,34.2
W-10,North Sea,BP,Emergency,Day,Active,Sunny,Low,2023-11-15,2023-11-06,4,449.33,31.3
W-04,Texas,Shell,Corrective,Night,Active,Sandstorm,Medium,2024-03-15,2023-04-23,10,327.23,28.0
W-09,North Sea,Shell,Routine,Day,Active,Windy,High,2024-02-14,2023-06-10,6,337.68,20.5
W-02,Abu Dhabi,BP,Routine,Night,Active,Sandstorm,Low,2024-09-22,2024-04-10,6,526.69,27.8
W-02,Abu Dhabi,TotalEnergies,Corrective,Night,Active,Windy,Low,2023-02-01,2022-10-18,4,438.79,32.8
W-12,Abu Dhabi,TotalEnergies,Routine,Day,Active,Rainy,Low,2023-07-16,2022-08-08,8,440.74,34.6
W-05,Texas,Chevron,Routine,Day,Active,Rainy,Medium,2024-10-27,2024-01-13,10,370.55,25.1
W-07,Texas,BP,Routine,Night,Active,Rainy,Medium,2024-09-15,2023-12-18,11,425.09,27.9
W-06,North Sea,TotalEnergies,Routine,Night,Active,Sunny,Low,2023-11-15,2023-10-31,4,384.99,26.4
W-14,North Sea,Chevron,Routine,Night,Active,Windy,Low,2024-03-10,2023-04-10,11,364.12,30.0
W-08,Abu Dhabi,BP,Corrective,Night,Active,Cloudy,Low,2023-07-14,2023-03-22,6,384.56,31.1
W-14,North Sea,TotalEnergies,Routine,Day,Active,Cloudy,High,2023-05-12,2022-08-12,4,403.26,27.6
W-09,Algeria,ExxonMobil,Corrective,Night,Active,Windy,Low,2023-11-21,2023-01-23,1,300.94,26.8
W-14,North Sea,ExxonMobil,Routine,Night,Active,Rainy,Low,2023-09-05,2022-09-09,8,330.38,29.8
W-06,Algeria,BP,Routine,Night,Active,Sandstorm,Medium,2024-02-13,2023-07-28,7,330.89,25.7
W-03,Texas,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2023-02-24,2022-10-06,6,459.5,22.6
W-02,Abu Dhabi,ExxonMobil,Routine,Night,Active,Sunny,Low,2024-11-13,2024-10-20,4,436.69,25.7
W-12,Abu Dhabi,ExxonMobil,Corrective,Day,Active,Sunny,Low,2024-11-21,2023-12-20,8,409.45,30.3
W-15,Abu Dhabi,Shell,Routine,Night,Active,Sandstorm,Low,2024-05-03,2024-04-06,1,529.45,27.2
W-12,Qatar,BP,Routine,Day,Active,Rainy,Low,2024-01-11,2023-08-28,7,571.82,34.7
W-08,Abu Dhabi,BP,Routine,Day,Standby,Sunny,Low,2023-08-05,2023-03-18,2,382.64,27.2
W-09,Abu Dhabi,ExxonMobil,Routine,Day,Active,Sandstorm,Low,2024-07-23,2024-01-27,4,518.92,31.7
W-03,Algeria,BP,Routine,Day,Active,Rainy,Low,2024-04-24,2024-02-19,3,385.95,22.1
W-05,Algeria,ExxonMobil,Routine,Day,Active,Cloudy,Low,2023-04-24,2023-03-06,5,351.62,24.9
W-03,Texas,Chevron,Routine,Night,Active,Rainy,Medium,2024-09-29,2024-01-22,6,501.24,18.9
W-09,Texas,BP,Routine,Day,Active,Windy,Medium,2024-07-29,2024-02-21,8,397.02,23.7
W-13,North Sea,TotalEnergies,Corrective,Day,Active,Sandstorm,High,2024-10-26,2024-07-17,4,322.49,32.1
W-04,Qatar,Chevron,Routine,Night,Active,Rainy,Low,2024-05-23,2023-06-21,6,605.44,39.9
W-06,Abu Dhabi,ExxonMobil,Corrective,Day,Active,Sandstorm,Medium,2024-03-05,2023-05-24,6,427.91,37.2
W-02,Abu Dhabi,Chevron,Corrective,Day,Active,Cloudy,Low,2023-10-20,2023-08-03,3,405.29,30.2
W-12,Abu Dhabi,Shell,Routine,Night,Active,Rainy,Critical,2024-10-14,2024-07-30,2,319.66,29.4
W-02,Algeria,Shell,Routine,Day,Active,Windy,Low,2024-08-29,2023-08-16,7,395.95,34.6
W-14,Texas,TotalEnergies,Routine,Night,Active,Windy,Low,2023-02-01,2022-05-22,9,478.4,26.7
W-05,Texas,BP,Corrective,Day,Active,Cloudy,Medium,2023-01-19,2022-11-08,5,369.52,36.2
W-02,Texas,ExxonMobil,Routine,Day,Standby,Windy,High,2023-09-21,2023-03-12,5,456.24,22.4
W-14,Texas,Chevron,Routine,Day,Active,Windy,Medium,2024-07-21,2023-12-06,7,457.3,23.7
W-09,North Sea,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2024-11-22,2023-12-13,4,350.56,27.8
W-08,Algeria,ExxonMobil,Routine,Day,Active,Sandstorm,Low,2023-04-16,2023-02-25,4,395.22,28.0
W-09,Texas,ExxonMobil,Routine,Day,Active,Sunny,Medium,2024-02-20,2023-08-18,2,507.49,34.5
W-03,North Sea,Shell,Routine,Day,Active,Sandstorm,Medium,2023-09-24,2022-11-04,6,344.1,18.5
W-07,Texas,Chevron,Routine,Night,Standby,Cloudy,Medium,2024-11-09,2024-01-18,7,436.19,33.5
W-09,Qatar,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2024-08-12,2024-04-21,4,537.69,28.4
W-14,Qatar,ExxonMobil,Corrective,Night,Active,Rainy,Low,2024-08-09,2023-12-30,8,559.77,34.1
W-01,Texas,TotalEnergies,Routine,Night,Active,Rainy,Low,2023-11-25,2022-11-17,9,422.43,27.4
W-02,Algeria,TotalEnergies,Corrective,Day,Standby,Sandstorm,Medium,2023-10-18,2022-11-18,9,324.18,23.3
W-04,Algeria,Shell,Routine,Night,Active,Windy,Low,2023-07-11,2023-01-18,7,402.27,14.8
W-09,Algeria,BP,Routine,Night,Standby,Sandstorm,Low,2023-02-09,2022-03-31,10,324.35,33.0
W-13,Abu Dhabi,Shell,Routine,Day,Active,Sunny,Low,2024-08-28,2023-09-14,5,498.57,23.8
W-08,Qatar,Shell,Routine,Night,Active,Rainy,Low,2024-07-23,2023-08-11,7,574.79,41.2
W-02,North Sea,Shell,Routine,Day,Active,Rainy,Medium,2024-11-30,2024-10-05,5,319.19,27.1
W-04,Abu Dhabi,Chevron,Routine,Day,Active,Sunny,Medium,2024-11-28,2024-03-04,3,500.55,20.2
W-13,North Sea,BP,Corrective,Night,Active,Sunny,Low,2024-01-24,2023-12-13,3,494.17,34.1
W-01,Texas,Chevron,Routine,Night,Active,Sunny,Medium,2024-06-22,2024-04-02,5,520.84,23.8
W-13,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Medium,2024-10-23,2023-12-30,7,406.06,32.1
W-12,North Sea,TotalEnergies,Routine,Day,Active,Sandstorm,High,2024-08-17,2024-03-03,4,339.46,24.2
W-05,North Sea,ExxonMobil,Routine,Day,Active,Windy,Medium,2023-06-23,2023-06-19,1,361.56,28.7
W-05,Qatar,Chevron,Routine,Night,Active,Sunny,Low,2023-11-12,2022-10-10,5,548.41,30.9
W-02,Algeria,Shell,Routine,Night,Active,Cloudy,Low,2023-04-01,2022-09-10,4,338.47,37.3
W-15,Algeria,ExxonMobil,Routine,Night,Active,Rainy,Low,2024-10-29,2024-04-04,5,352.77,34.2
W-04,Abu Dhabi,BP,Corrective,Night,Active,Rainy,Medium,2024-02-29,2023-08-24,5,392.43,38.1
W-04,North Sea,BP,Routine,Night,Active,Cloudy,Medium,2023-06-10,2022-07-14,5,343.45,24.7
W-15,North Sea,Shell,Routine,Night,Active,Sunny,Low,2024-04-15,2024-03-23,5,340.4,27.0
W-14,Texas,Shell,Corrective,Night,Active,Rainy,Low,2024-03-08,2023-11-07,4,471.3,37.0
W-04,North Sea,Chevron,Routine,Night,Standby,Sandstorm,Medium,2023-09-08,2022-11-24,7,330.36,28.6
W-12,North Sea,BP,Routine,Day,Active,Windy,Low,2023-03-21,2022-12-16,7,470.45,40.4
W-12,Abu Dhabi,ExxonMobil,Routine,Day,Active,Rainy,Medium,2024-04-15,2024-02-08,5,396.71,29.1
W-03,Abu Dhabi,Shell,Corrective,Day,Active,Sandstorm,Low,2023-12-31,2023-10-27,8,470.23,23.6
W-12,Abu Dhabi,TotalEnergies,Routine,Day,Active,Cloudy,Medium,2024-06-24,2023-06-07,4,534.22,23.2
W-15,Qatar,Shell,Routine,Day,Active,Rainy,Low,2023-12-31,2023-03-18,3,606.58,36.6
W-13,Algeria,BP,Routine,Day,Active,Sunny,Low,2024-08-19,2023-12-17,6,304.25,26.4
W-04,Abu Dhabi,Chevron,Corrective,Day,Failure,Windy,Low,2024-01-22,2023-09-25,3,449.33,34.9
W-10,Algeria,ExxonMobil,Routine,Day,Active,Windy,Low,2024-01-28,2023-10-11,3,375.73,30.6
W-01,Algeria,TotalEnergies,Corrective,Night,Active,Rainy,Medium,2024-09-05,2024-08-30,2,271.81,29.4
W-12,Texas,Chevron,Routine,Day,Active,Windy,Low,2023-10-10,2022-12-27,7,534.12,25.5
W-10,Texas,TotalEnergies,Routine,Night,Active,Rainy,Medium,2023-04-04,2022-04-25,6,417.23,22.1
W-07,Abu Dhabi,ExxonMobil,Routine,Night,Standby,Sunny,Medium,2023-01-21,2022-10-05,5,460.05,29.2
W-05,North Sea,Shell,Corrective,Day,Active,Sunny,Low,2024-06-12,2024-05-27,1,489.76,27.4
W-03,Qatar,Shell,Routine,Day,Standby,Rainy,Medium,2024-03-10,2023-11-29,2,476.3,37.4
W-15,Abu Dhabi,ExxonMobil,Routine,Night,Active,Sandstorm,Low,2024-05-07,2023-12-22,4,402.54,33.8
W-15,Algeria,TotalEnergies,Corrective,Day,Standby,Cloudy,Low,2023-05-30,2022-09-23,5,378.35,20.9
W-14,Abu Dhabi,Chevron,Routine,Night,Active,Sandstorm,Low,2023-04-06,2022-03-27,5,380.65,30.7
W-05,Texas,Chevron,Corrective,Day,Active,Sunny,Medium,2023-01-11,2022-08-29,3,494.34,28.9
W-08,Abu Dhabi,Shell,Routine,Day,Active,Sunny,Medium,2023-09-03,2023-07-12,1,496.03,35.0
W-11,Qatar,ExxonMobil,Routine,Night,Standby,Cloudy,Low,2024-02-17,2023-09-14,3,595.16,29.4
W-12,Algeria,ExxonMobil,Emergency,Day,Active,Sunny,Low,2023-10-02,2022-11-26,4,388.47,27.7
W-10,Abu Dhabi,ExxonMobil,Routine,Day,Standby,Sunny,Low,2023-11-03,2023-07-09,2,436.94,24.7
W-14,North Sea,Chevron,Corrective,Night,Active,Rainy,Low,2024-09-24,2023-08-27,6,447.14,22.9
W-13,Abu Dhabi,BP,Routine,Night,Active,Windy,Low,2023-09-01,2023-07-23,4,405.74,41.4
W-04,Texas,Shell,Routine,Night,Active,Sunny,Low,2023-12-26,2023-03-21,7,564.19,36.4
W-11,Qatar,Chevron,Routine,Night,Active,Cloudy,Low,2024-07-02,2023-11-28,4,598.79,45.3
W-03,Algeria,TotalEnergies,Corrective,Day,Standby,Cloudy,Low,2023-10-05,2023-07-10,3,358.92,27.4
W-09,Texas,BP,Routine,Day,Active,Cloudy,Medium,2024-03-11,2023-12-22,4,512.72,27.8
W-12,Texas,BP,Routine,Night,Active,Cloudy,Low,2024-08-26,2023-09-10,11,495.3,26.0
W-01,Algeria,BP,Routine,Day,Active,Rainy,Medium,2024-10-26,2024-05-18,1,217.76,31.0
W-13,North Sea,BP,Routine,Day,Active,Cloudy,Medium,2023-04-13,2022-08-28,7,436.21,33.9
W-03,Algeria,BP,Routine,Day,Active,Rainy,Low,2024-10-10,2023-11-18,10,397.02,29.0
W-05,Abu Dhabi,Chevron,Routine,Day,Active,Windy,Low,2023-12-11,2023-10-30,2,440.0,27.4
W-07,Qatar,ExxonMobil,Routine,Day,Standby,Windy,Low,2023-06-30,2023-01-25,4,570.36,40.6
W-08,Abu Dhabi,Chevron,Routine,Day,Active,Windy,Medium,2023-11-18,2023-09-04,3,462.94,25.3
W-05,Algeria,ExxonMobil,Routine,Day,Standby,Rainy,Low,2024-11-17,2024-04-14,6,337.29,34.6
W-14,Qatar,Shell,Routine,Night,Active,Rainy,Low,2023-12-11,2023-04-08,4,539.96,34.3
W-08,Abu Dhabi,ExxonMobil,Corrective,Night,Active,Rainy,Low,2023-08-19,2022-12-10,5,402.65,21.7
W-09,Texas,BP,Routine,Night,Active,Sunny,Low,2024-03-19,2023-03-05,5,388.33,22.8
W-01,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sunny,Medium,2023-06-18,2023-05-28,0,468.26,34.0
W-12,North Sea,Chevron,Routine,Night,Standby,Windy,Low,2023-02-23,2022-03-01,6,485.26,24.9
W-03,Qatar,Shell,Routine,Day,Active,Sunny,Low,2023-04-01,2022-12-05,2,575.7,44.1
W-15,Texas,ExxonMobil,Corrective,Night,Active,Sandstorm,Medium,2023-03-31,2022-10-01,10,461.76,25.9
W-01,Texas,TotalEnergies,Corrective,Night,Active,Rainy,Low,2023-04-17,2022-04-17,9,478.66,29.6
W-04,Abu Dhabi,Shell,Routine,Day,Active,Sunny,High,2023-04-08,2023-01-06,4,408.04,32.6
W-03,Texas,ExxonMobil,Routine,Night,Active,Rainy,Medium,2024-03-24,2023-03-09,6,425.4,26.0
W-08,Algeria,Chevron,Routine,Day,Active,Windy,Low,2023-05-08,2022-07-04,6,456.99,26.9
W-10,Algeria,Shell,Routine,Night,Standby,Cloudy,Medium,2023-08-30,2023-08-12,4,330.98,28.4
W-06,Texas,Chevron,Corrective,Day,Active,Windy,Medium,2024-09-19,2023-11-06,5,465.21,27.2
W-14,North Sea,ExxonMobil,Routine,Night,Active,Sunny,Low,2023-11-28,2022-11-08,3,428.42,27.6
W-09,Qatar,TotalEnergies,Emergency,Day,Active,Rainy,Low,2024-04-12,2024-01-15,1,599.71,38.2
W-10,North Sea,ExxonMobil,Emergency,Day,Active,Rainy,Medium,2023-05-01,2022-07-30,3,479.31,25.6
W-13,North Sea,Chevron,Routine,Night,Active,Cloudy,Medium,2023-05-15,2023-03-27,6,367.1,35.8
W-13,Qatar,Shell,Routine,Night,Active,Cloudy,Medium,2023-01-29,2022-12-08,0,545.75,33.0
W-06,Algeria,Chevron,Routine,Night,Active,Rainy,Medium,2023-04-29,2022-08-26,9,329.85,23.8
W-01,North Sea,TotalEnergies,Routine,Day,Active,Rainy,Low,2023-07-15,2022-08-24,5,428.25,27.7
W-07,Qatar,Chevron,Corrective,Night,Active,Rainy,High,2023-05-04,2022-11-29,5,517.31,34.8
W-11,Algeria,Shell,Corrective,Day,Active,Sunny,Low,2023-03-04,2022-11-17,5,349.21,23.3
W-02,Abu Dhabi,TotalEnergies,Emergency,Day,Standby,Sandstorm,Low,2023-03-26,2023-01-18,3,484.12,26.5
W-11,Texas,ExxonMobil,Corrective,Day,Active,Rainy,Low,2023-11-19,2023-05-13,9,442.65,24.1
W-02,Abu Dhabi,TotalEnergies,Emergency,Day,Active,Sandstorm,Low,2023-05-25,2022-09-02,2,463.03,35.4
W-07,Abu Dhabi,Shell,Routine,Day,Active,Sandstorm,Low,2023-09-12,2023-05-18,2,557.88,33.3
W-03,Texas,ExxonMobil,Corrective,Night,Active,Cloudy,Low,2023-12-19,2023-04-06,12,407.34,26.7
W-04,Texas,Chevron,Routine,Day,Active,Rainy,High,2024-04-28,2023-06-15,8,472.38,34.1
W-09,North Sea,Shell,Routine,Night,Active,Sunny,Low,2023-01-28,2022-02-17,6,375.88,24.4
W-02,Abu Dhabi,Shell,Routine,Day,Active,Cloudy,Medium,2024-07-13,2023-10-15,4,448.01,28.3
W-15,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sandstorm,Medium,2024-03-15,2023-05-27,8,408.12,26.9
W-15,Abu Dhabi,Chevron,Routine,Night,Active,Cloudy,Low,2023-02-27,2022-09-24,6,405.66,30.9
W-15,Qatar,Shell,Routine,Night,Active,Windy,Low,2024-09-03,2024-02-07,2,657.51,42.1
W-13,Texas,BP,Routine,Night,Active,Sunny,Low,2024-10-06,2024-06-01,1,522.7,34.0
W-01,North Sea,Chevron,Routine,Day,Active,Windy,Low,2023-02-12,2022-07-10,4,454.97,20.1
W-08,Abu Dhabi,Shell,Routine,Day,Failure,Sandstorm,Low,2023-07-13,2023-06-29,4,474.03,24.7
W-04,Abu Dhabi,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2024-07-18,2024-03-23,6,420.86,23.0
W-06,Algeria,Shell,Corrective,Night,Failure,Windy,Medium,2024-06-07,2023-05-26,6,370.4,30.2
W-15,Algeria,BP,Routine,Day,Active,Rainy,Medium,2023-05-10,2022-10-01,4,378.18,28.0
W-15,Algeria,Chevron,Corrective,Day,Active,Sandstorm,Low,2023-05-27,2022-12-18,8,328.22,22.2
W-09,North Sea,Shell,Corrective,Day,Active,Sandstorm,Low,2023-09-17,2022-09-01,6,418.58,29.1
W-15,Abu Dhabi,TotalEnergies,Routine,Day,Active,Windy,Medium,2023-12-06,2023-10-02,5,395.68,29.0
W-13,Abu Dhabi,TotalEnergies,Routine,Night,Failure,Windy,Low,2024-03-08,2024-01-26,2,481.87,23.2
W-01,North Sea,Chevron,Emergency,Day,Standby,Cloudy,Low,2023-09-16,2022-11-26,6,410.84,27.0
W-02,Texas,Chevron,Corrective,Night,Active,Cloudy,Low,2023-11-20,2023-11-04,2,485.28,27.0
W-06,Qatar,Chevron,Corrective,Day,Active,Sunny,Low,2024-06-07,2023-10-09,6,586.79,33.3
W-09,North Sea,BP,Routine,Day,Active,Rainy,Low,2023-01-26,2022-11-07,1,453.45,28.1
W-13,North Sea,ExxonMobil,Routine,Night,Active,Windy,Critical,2023-06-26,2022-07-21,9,252.38,24.2
W-03,Algeria,TotalEnergies,Routine,Day,Active,Cloudy,Low,2024-05-14,2024-02-19,3,322.49,26.8
W-15,Algeria,Chevron,Routine,Day,Active,Cloudy,Medium,2024-09-18,2023-10-24,4,408.56,31.8
W-06,Algeria,Shell,Routine,Day,Active,Cloudy,Medium,2023-12-25,2023-12-05,3,441.41,37.2
W-13,Algeria,ExxonMobil,Corrective,Day,Active,Sunny,High,2024-01-08,2023-08-05,5,312.44,18.1
W-13,Texas,Chevron,Routine,Night,Active,Cloudy,Low,2023-03-17,2022-07-20,9,443.07,27.3
W-09,Texas,BP,Routine,Day,Active,Windy,Low,2023-11-10,2023-09-29,4,399.12,25.7
W-12,Algeria,Chevron,Routine,Day,Active,Sunny,Medium,2024-01-08,2023-04-18,5,309.89,24.4
W-12,Texas,Shell,Corrective,Day,Active,Cloudy,Medium,2023-06-19,2023-05-08,4,507.74,29.2
W-12,Texas,Chevron,Routine,Day,Active,Windy,Medium,2023-07-08,2022-11-27,9,422.77,28.6
W-14,North Sea,ExxonMobil,Routine,Night,Standby,Cloudy,Low,2023-09-22,2022-11-09,8,344.62,29.3
W-09,North Sea,TotalEnergies,Routine,Day,Active,Rainy,Low,2023-01-15,2022-04-15,6,380.17,25.7
W-14,North Sea,Chevron,Routine,Day,Active,Cloudy,Medium,2023-08-14,2022-07-11,1,472.59,28.3
W-10,Algeria,BP,Routine,Night,Active,Sandstorm,Low,2023-05-29,2023-02-13,6,277.81,26.9
W-14,Texas,BP,Routine,Day,Active,Sunny,Low,2023-08-18,2023-04-21,7,456.13,25.5
W-03,North Sea,TotalEnergies,Routine,Day,Active,Sunny,Medium,2023-03-25,2022-06-13,5,437.72,23.5
W-07,Texas,Chevron,Routine,Day,Active,Sandstorm,Low,2024-09-15,2024-05-14,4,470.29,20.7
W-04,Abu Dhabi,TotalEnergies,Routine,Day,Active,Cloudy,Medium,2024-02-20,2023-07-20,4,439.78,15.5
W-03,Qatar,Chevron,Emergency,Night,Active,Sandstorm,Low,2024-04-20,2023-09-09,4,559.34,33.6
W-07,Algeria,ExxonMobil,Routine,Day,Active,Windy,Medium,2024-07-06,2023-08-18,9,297.0,43.7
W-11,Abu Dhabi,BP,Routine,Day,Active,Sandstorm,Low,2023-12-15,2023-01-12,7,403.97,32.8
W-09,Abu Dhabi,TotalEnergies,Routine,Night,Active,Cloudy,Medium,2023-03-02,2022-12-16,5,450.12,27.0
W-02,Algeria,ExxonMobil,Routine,Day,Active,Windy,High,2024-01-11,2023-06-05,4,232.12,30.5
W-09,Abu Dhabi,TotalEnergies,Routine,Night,Standby,Sunny,Low,2024-02-15,2023-10-01,2,533.72,28.1
W-06,North Sea,Chevron,Corrective,Day,Active,Sandstorm,Low,2024-06-05,2024-04-19,6,402.88,23.1
W-15,North Sea,TotalEnergies,Corrective,Day,Active,Sandstorm,Low,2023-10-30,2023-06-28,1,447.43,24.4
W-01,Abu Dhabi,Shell,Routine,Day,Standby,Windy,Low,2023-03-31,2022-04-30,4,469.03,20.0
W-06,Algeria,BP,Routine,Night,Active,Sunny,Medium,2023-07-18,2022-10-31,4,316.98,27.0
W-12,North Sea,ExxonMobil,Corrective,Night,Active,Windy,High,2023-09-12,2023-08-24,1,395.07,30.5
W-10,Texas,ExxonMobil,Emergency,Night,Failure,Sunny,Low,2024-03-28,2023-09-29,4,538.68,20.2
W-15,Algeria,ExxonMobil,Routine,Night,Active,Sandstorm,Low,2024-02-04,2023-12-02,3,396.33,34.6
W-02,North Sea,TotalEnergies,Routine,Day,Active,Cloudy,High,2023-09-07,2023-05-01,6,259.2,31.1
W-07,Texas,Chevron,Routine,Night,Active,Cloudy,Low,2024-11-21,2023-11-03,7,443.56,32.2
W-07,Texas,ExxonMobil,Corrective,Night,Active,Cloudy,Low,2024-02-29,2023-10-21,6,439.83,31.4
W-08,Qatar,Chevron,Routine,Night,Active,Cloudy,Medium,2023-06-16,2023-05-15,0,576.81,33.7
W-01,Abu Dhabi,Chevron,Routine,Night,Active,Sandstorm,High,2023-03-13,2022-04-20,1,452.12,30.8
W-07,Algeria,Shell,Routine,Night,Active,Sunny,Critical,2023-04-18,2022-03-30,8,121.61,19.2
W-06,Texas,Shell,Routine,Night,Active,Windy,Medium,2023-06-22,2023-03-02,5,455.58,38.2
W-07,Abu Dhabi,ExxonMobil,Corrective,Day,Active,Cloudy,Medium,2023-04-23,2022-10-22,1,375.94,27.6
W-13,Texas,TotalEnergies,Corrective,Night,Failure,Sandstorm,Low,2023-05-11,2022-07-21,6,499.69,30.4
W-01,Abu Dhabi,ExxonMobil,Routine,Night,Active,Cloudy,Low,2023-07-19,2023-06-22,1,415.09,26.1
W-03,Algeria,TotalEnergies,Routine,Day,Failure,Rainy,Medium,2023-05-02,2022-10-13,3,340.29,25.1
W-02,North Sea,ExxonMobil,Routine,Night,Active,Sunny,Medium,2024-09-19,2023-11-18,2,383.85,22.8
W-07,Texas,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2023-02-26,2022-05-08,4,479.27,28.1
W-14,Texas,TotalEnergies,Routine,Day,Active,Sandstorm,Low,2024-01-03,2023-09-01,4,444.22,24.3
W-06,Abu Dhabi,ExxonMobil,Routine,Night,Active,Rainy,Medium,2023-10-15,2022-10-11,8,372.75,27.9
W-05,Texas,Chevron,Routine,Night,Active,Rainy,Low,2024-11-18,2023-10-29,11,409.5,34.6
W-10,Algeria,Chevron,Corrective,Day,Standby,Cloudy,High,2023-03-20,2023-03-14,1,327.49,37.2
W-03,Abu Dhabi,Shell,Routine,Night,Active,Rainy,Low,2023-10-06,2023-08-08,3,373.48,25.2
W-02,Texas,BP,Corrective,Night,Active,Rainy,Medium,2024-11-09,2023-10-31,8,467.06,24.4
W-06,Abu Dhabi,TotalEnergies,Routine,Night,Standby,Rainy,Medium,2024-08-28,2023-12-27,8,465.59,20.5
W-04,Abu Dhabi,Shell,Routine,Night,Active,Windy,Low,2024-07-25,2023-07-11,4,444.39,25.7
W-04,North Sea,Shell,Corrective,Day,Active,Rainy,Low,2023-06-30,2023-02-12,7,323.49,29.5
W-08,Algeria,Chevron,Corrective,Day,Active,Cloudy,Medium,2023-04-30,2022-09-11,3,355.02,22.5
W-14,Texas,TotalEnergies,Routine,Night,Active,Sunny,Low,2024-04-13,2023-10-22,5,422.12,33.3
W-01,Algeria,ExxonMobil,Routine,Day,Standby,Cloudy,Medium,2024-10-12,2023-12-20,6,342.0,29.2
W-06,Texas,Shell,Corrective,Day,Active,Cloudy,Low,2024-01-25,2023-06-22,5,578.87,33.6
W-04,Qatar,BP,Routine,Night,Active,Cloudy,Low,2024-02-05,2023-11-08,2,561.35,37.2
W-02,Qatar,Shell,Routine,Day,Standby,Rainy,Medium,2023-07-15,2023-05-28,1,606.48,35.8
W-15,Algeria,ExxonMobil,Routine,Night,Active,Sandstorm,Low,2024-06-22,2023-06-12,10,267.33,21.5
W-12,North Sea,ExxonMobil,Routine,Night,Failure,Windy,Low,2023-05-11,2023-01-21,1,404.96,20.6
W-14,Qatar,TotalEnergies,Routine,Night,Active,Sandstorm,Low,2023-08-15,2022-12-07,4,552.04,39.8
W-14,Texas,TotalEnergies,Corrective,Night,Standby,Sandstorm,Critical,2023-10-25,2023-01-30,2,359.21,25.4
W-11,Algeria,BP,Routine,Day,Active,Rainy,Medium,2023-12-22,2023-11-12,4,386.33,23.2
W-05,North Sea,Chevron,Routine,Night,Active,Windy,Medium,2023-06-19,2022-10-10,7,359.57,30.2
W-10,Texas,ExxonMobil,Corrective,Day,Active,Cloudy,Low,2023-03-22,2022-07-31,5,471.19,25.5
W-12,North Sea,Shell,Routine,Day,Active,Sandstorm,Low,2024-03-03,2023-04-07,4,398.48,13.0
W-15,Abu Dhabi,BP,Routine,Day,Active,Rainy,Low,2023-07-22,2023-02-13,4,387.51,27.6
W-15,Texas,TotalEnergies,Routine,Night,Active,Windy,Low,2024-02-11,2024-02-02,3,503.06,26.8
W-13,Texas,BP,Routine,Night,Failure,Sunny,Low,2023-04-19,2023-02-17,2,513.5,22.8
W-08,Algeria,Shell,Corrective,Day,Active,Sunny,High,2023-12-03,2023-03-15,3,338.24,25.0
W-15,Algeria,BP,Corrective,Night,Active,Cloudy,Medium,2024-01-08,2023-03-05,6,396.23,29.1
W-02,Texas,BP,Corrective,Night,Standby,Rainy,Low,2023-02-06,2022-09-13,4,435.25,23.8
W-04,Algeria,BP,Routine,Night,Active,Rainy,Medium,2023-08-24,2022-09-01,4,324.4,25.3
W-15,Texas,BP,Routine,Day,Active,Windy,Low,2023-04-05,2023-03-07,3,469.13,34.7
W-09,Algeria,TotalEnergies,Routine,Day,Failure,Sunny,Medium,2023-02-14,2022-11-18,2,358.31,27.0
W-10,Qatar,ExxonMobil,Routine,Day,Active,Sandstorm,Critical,2024-11-23,2024-04-24,3,463.74,38.6
W-13,Texas,ExxonMobil,Corrective,Day,Active,Rainy,Low,2023-08-14,2023-04-08,4,435.41,29.1
W-08,Algeria,BP,Routine,Night,Active,Cloudy,Medium,2024-07-20,2024-03-30,7,298.0,25.1
W-05,North Sea,Chevron,Routine,Night,Active,Sunny,Low,2023-06-28,2022-10-13,9,364.26,22.4
W-05,Qatar,Chevron,Routine,Day,Active,Rainy,Medium,2024-04-22,2024-03-28,4,557.45,33.7
W-13,North Sea,Shell,Corrective,Night,Failure,Rainy,Low,2024-06-16,2023-06-13,3,461.59,29.7
W-09,North Sea,Shell,Routine,Day,Active,Sunny,High,2024-02-21,2024-02-09,3,348.64,31.6
